node1,node2,rel
20840,36896,1
20841,37180,1
20842,35543,1
20842,35864,1
20842,35885,1
20842,35939,1
20842,36007,1
20842,36141,1
20842,37167,1
20842,37185,1
20842,37186,1
20842,37370,1
20843,35541,1
20843,35889,1
20843,35937,1
20843,36027,1
20843,36495,1
20843,37249,1
20844,35889,1
20844,35937,1
20844,36064,1
20844,36292,1
20844,36555,1
20844,36584,1
20844,36811,1
20844,36968,1
20844,37370,1
20845,35541,1
20845,35728,1
20845,36028,1
20845,36320,1
20845,36327,1
20845,36946,1
20845,37078,1
20845,37239,1
20845,37321,1
20846,35794,1
20846,35889,1
20846,36746,1
20846,37294,1
20846,37405,1
20847,35772,1
20847,35889,1
20847,35965,1
20847,36509,1
20847,37034,1
20848,35781,1
20848,35889,1
20848,36052,1
20848,36399,1
20848,37049,1
20849,36129,1
20849,36130,1
20849,36422,1
20849,36703,1
20849,36715,1
20849,36744,1
20849,36791,1
20849,36896,1
20849,37293,1
20850,35861,1
20850,36400,1
20850,36978,1
20850,37277,1
20850,37359,1
20851,36223,1
20851,36299,1
20851,36300,1
20851,36320,1
20851,37259,1
20852,35526,1
20852,35864,1
20852,35866,1
20852,35984,1
20852,36126,1
20852,36221,1
20852,36546,1
20852,37370,1
20853,35805,1
20853,35832,1
20853,35864,1
20853,35889,1
20853,36139,1
20853,36140,1
20853,36946,1
20853,37239,1
20854,35511,1
20854,35543,1
20854,35599,1
20854,35948,1
20854,36028,1
20854,36064,1
20854,36114,1
20854,36141,1
20855,36058,1
20855,36064,1
20855,36415,1
20855,36421,1
20855,36874,1
20855,37028,1
20855,37042,1
20855,37043,1
20855,37044,1
20855,37217,1
20856,35889,1
20856,36027,1
20856,36395,1
20856,36397,1
20856,36962,1
20856,36965,1
20856,37042,1
20857,35542,1
20857,35784,1
20857,35937,1
20857,36064,1
20857,36968,1
20857,37034,1
20858,35864,1
20858,35926,1
20858,37335,1
20859,35734,1
20859,35864,1
20859,35957,1
20859,36428,1
20859,36605,1
20859,36608,1
20859,36667,1
20859,37037,1
20860,35889,1
20860,35910,1
20860,36718,1
20860,37370,1
20861,35505,1
20861,35511,1
20861,36584,1
20861,36660,1
20861,37144,1
20862,36039,1
20862,36306,1
20862,36676,1
20862,36943,1
20863,35630,1
20863,35889,1
20863,36395,1
20863,36397,1
20863,36896,1
20863,37042,1
20863,37266,1
20863,37418,1
20864,35733,1
20864,36690,1
20864,37181,1
20864,37347,1
20865,35943,1
20865,36715,1
20865,36896,1
20865,36902,1
20865,37405,1
20866,35864,1
20866,35936,1
20866,36139,1
20866,36258,1
20866,36412,1
20867,35754,1
20867,35864,1
20867,36521,1
20867,36636,1
20867,37034,1
20867,37036,1
20867,37380,1
20868,35542,1
20868,35846,1
20868,35864,1
20868,35880,1
20868,36855,1
20868,36857,1
20868,37192,1
20868,37193,1
20868,37239,1
20869,35825,1
20869,35889,1
20869,36339,1
20869,36371,1
20869,37055,1
20870,36865,1
20870,37239,1
20870,37264,1
20871,35590,1
20871,35596,1
20871,35762,1
20871,35979,1
20871,36472,1
20871,36473,1
20871,36703,1
20871,36837,1
20871,36896,1
20872,35630,1
20872,37180,1
20872,37257,1
20873,35473,1
20873,35864,1
20873,35889,1
20873,35894,1
20873,36740,1
20873,36984,1
20873,37011,1
20873,37049,1
20874,35864,1
20874,35876,1
20874,36261,1
20874,36502,1
20874,36562,1
20874,36855,1
20874,37028,1
20874,37029,1
20874,37130,1
20874,37312,1
20874,37313,1
20875,35497,1
20875,35926,1
20875,35936,1
20875,35937,1
20875,35938,1
20875,36292,1
20875,36401,1
20875,36855,1
20876,35490,1
20876,35491,1
20876,35583,1
20876,35864,1
20876,36201,1
20876,36273,1
20876,37294,1
20877,35548,1
20877,35706,1
20877,35864,1
20877,35875,1
20877,36215,1
20877,36339,1
20877,36465,1
20877,36466,1
20877,36713,1
20878,35527,1
20878,36670,1
20878,37124,1
20878,37239,1
20879,35704,1
20879,36028,1
20879,36502,1
20879,36855,1
20879,36896,1
20879,36903,1
20879,37002,1
20879,37037,1
20879,37180,1
20879,37216,1
20879,37370,1
20880,35843,1
20881,35509,1
20881,36053,1
20881,36119,1
20881,37374,1
20882,35889,1
20882,35937,1
20882,36160,1
20882,36658,1
20882,36683,1
20882,36962,1
20882,36965,1
20883,35542,1
20883,35662,1
20883,35678,1
20883,36041,1
20883,36258,1
20883,36719,1
20883,36819,1
20883,37374,1
20884,35526,1
20884,35542,1
20884,35838,1
20884,35889,1
20884,37296,1
20885,35541,1
20885,35910,1
20885,35943,1
20885,35984,1
20885,37239,1
20886,35863,1
20886,35937,1
20886,36258,1
20886,36465,1
20886,36485,1
20886,37109,1
20887,35817,1
20887,36700,1
20887,36800,1
20887,36801,1
20887,36847,1
20887,37285,1
20888,35541,1
20888,35762,1
20888,36538,1
20888,36584,1
20888,36775,1
20889,35691,1
20889,35693,1
20889,37196,1
20890,35770,1
20890,36412,1
20890,36862,1
20890,36863,1
20890,37185,1
20890,37239,1
20891,35750,1
20891,35937,1
20891,35943,1
20891,36339,1
20891,36401,1
20891,36855,1
20891,36860,1
20891,37084,1
20892,35599,1
20892,35825,1
20892,36287,1
20892,37370,1
20892,37405,1
20893,35564,1
20893,35565,1
20893,35574,1
20893,36143,1
20893,36179,1
20893,37016,1
20893,37390,1
20894,36062,1
20894,36334,1
20894,36430,1
20894,36667,1
20894,36912,1
20894,37324,1
20895,35541,1
20895,35731,1
20895,35825,1
20895,36038,1
20895,36046,1
20895,36430,1
20895,36488,1
20895,36810,1
20895,36959,1
20895,36960,1
20895,37239,1
20896,35691,1
20896,35693,1
20896,36567,1
20896,36711,1
20896,36764,1
20896,36768,1
20896,37006,1
20896,37074,1
20896,37075,1
20896,37196,1
20897,35511,1
20897,35706,1
20898,36567,1
20898,36896,1
20899,35723,1
20899,35999,1
20899,36028,1
20899,36415,1
20899,36421,1
20899,36739,1
20899,36847,1
20899,37028,1
20900,35817,1
20900,35936,1
20900,36174,1
20900,36626,1
20900,36726,1
20900,37136,1
20901,35542,1
20901,35935,1
20901,36430,1
20901,36556,1
20901,36557,1
20901,37347,1
20902,35905,1
20902,35909,1
20902,36312,1
20902,36345,1
20902,36584,1
20902,36815,1
20902,36816,1
20902,37324,1
20902,37405,1
20903,35966,1
20903,36009,1
20903,36011,1
20903,36401,1
20903,36404,1
20903,36660,1
20903,36850,1
20903,37072,1
20903,37450,1
20904,35543,1
20904,36317,1
20904,36930,1
20904,36932,1
20904,37163,1
20904,37453,1
20905,35564,1
20905,35599,1
20905,35682,1
20905,35953,1
20905,35974,1
20905,36198,1
20905,36214,1
20905,36249,1
20905,36660,1
20905,36661,1
20905,37303,1
20906,36143,1
20906,36372,1
20906,36752,1
20906,36918,1
20906,37082,1
20907,35774,1
20907,35864,1
20907,35885,1
20907,36305,1
20907,36430,1
20907,36577,1
20907,36584,1
20907,37262,1
20907,37370,1
20908,35864,1
20908,36174,1
20908,36192,1
20908,36193,1
20908,36825,1
20908,36837,1
20908,36838,1
20908,36939,1
20908,36940,1
20908,37239,1
20908,37273,1
20909,35542,1
20909,35564,1
20909,35565,1
20909,36567,1
20909,36652,1
20909,36806,1
20909,37016,1
20910,35599,1
20910,35691,1
20910,35692,1
20910,35755,1
20910,36297,1
20910,36312,1
20910,36584,1
20910,36935,1
20910,36990,1
20910,37016,1
20911,35564,1
20911,35565,1
20911,35566,1
20911,35970,1
20911,36567,1
20911,36961,1
20911,37016,1
20911,37018,1
20911,37357,1
20912,35864,1
20912,35931,1
20912,35966,1
20912,36346,1
20912,37164,1
20912,37449,1
20913,35487,1
20913,35752,1
20913,36567,1
20913,36719,1
20913,36752,1
20913,37073,1
20914,35564,1
20914,35565,1
20914,35966,1
20914,36293,1
20914,36297,1
20914,36342,1
20914,37016,1
20915,35723,1
20915,35957,1
20915,36089,1
20915,36240,1
20915,36261,1
20915,36262,1
20915,36847,1
20915,37390,1
20916,35725,1
20916,35768,1
20916,36132,1
20916,36841,1
20916,37003,1
20916,37243,1
20916,37250,1
20917,35541,1
20917,35707,1
20917,35864,1
20917,35939,1
20917,36081,1
20917,37073,1
20917,37259,1
20918,35734,1
20918,35998,1
20918,37076,1
20918,37203,1
20918,37285,1
20918,37288,1
20918,37433,1
20919,35599,1
20919,35821,1
20919,35999,1
20919,36224,1
20919,36225,1
20919,36430,1
20919,36959,1
20919,36960,1
20919,36982,1
20920,35833,1
20920,36660,1
20920,37010,1
20921,36312,1
20921,36483,1
20921,36584,1
20921,37158,1
20921,37324,1
20922,35706,1
20922,35966,1
20922,36108,1
20922,36401,1
20922,36404,1
20922,36430,1
20922,36495,1
20922,36496,1
20922,36631,1
20922,36865,1
20923,35542,1
20923,35723,1
20923,36081,1
20923,36815,1
20923,37073,1
20923,37249,1
20923,37259,1
20924,35564,1
20924,35565,1
20924,36538,1
20924,37010,1
20924,37016,1
20925,36220,1
20925,36454,1
20925,36553,1
20925,36584,1
20925,36703,1
20925,36962,1
20925,37178,1
20925,37310,1
20926,35889,1
20926,35966,1
20926,35969,1
20926,36191,1
20926,36401,1
20926,36404,1
20926,36406,1
20926,37144,1
20927,35730,1
20927,36027,1
20927,36567,1
20927,36880,1
20927,36895,1
20927,37256,1
20928,35564,1
20928,35574,1
20928,35621,1
20928,35622,1
20928,35965,1
20928,36390,1
20928,36660,1
20928,36664,1
20928,37370,1
20928,37405,1
20929,35599,1
20929,35937,1
20929,36096,1
20929,36461,1
20929,36956,1
20930,35864,1
20930,36339,1
20930,36584,1
20930,36626,1
20930,36949,1
20930,37370,1
20930,37371,1
20931,35926,1
20931,36076,1
20931,36187,1
20931,36430,1
20931,37000,1
20932,36430,1
20933,35542,1
20933,35864,1
20933,36122,1
20933,36339,1
20933,36526,1
20933,36527,1
20933,36626,1
20933,37401,1
20934,35966,1
20934,36384,1
20934,37049,1
20934,37296,1
20934,37297,1
20935,35750,1
20935,35751,1
20935,36141,1
20935,36711,1
20935,37370,1
20936,35966,1
20936,36287,1
20936,36339,1
20936,37016,1
20936,37076,1
20936,37259,1
20936,37285,1
20936,37288,1
20937,35864,1
20937,35884,1
20937,35939,1
20937,36920,1
20937,37076,1
20937,37192,1
20937,37285,1
20937,37288,1
20937,37385,1
20938,35511,1
20938,35599,1
20938,35723,1
20938,35768,1
20938,36553,1
20938,36956,1
20938,37324,1
20939,35542,1
20939,35723,1
20939,35864,1
20939,36201,1
20939,36409,1
20939,36605,1
20939,36609,1
20940,35889,1
20940,36347,1
20940,36391,1
20940,36412,1
20940,36641,1
20940,36642,1
20940,37192,1
20940,37236,1
20941,36253,1
20941,36538,1
20942,36719,1
20942,36752,1
20942,36815,1
20942,36918,1
20943,35734,1
20943,35737,1
20943,35738,1
20943,35783,1
20943,35957,1
20943,36002,1
20943,36261,1
20943,36262,1
20943,36703,1
20943,37311,1
20944,35561,1
20944,36081,1
20944,36358,1
20944,37073,1
20944,37101,1
20945,35755,1
20945,35864,1
20945,36481,1
20945,36514,1
20945,36660,1
20945,36845,1
20945,37200,1
20945,37310,1
20946,36580,1
20946,36596,1
20946,36825,1
20946,36837,1
20946,36838,1
20946,36929,1
20946,37065,1
20946,37113,1
20946,37370,1
20947,35652,1
20947,36028,1
20947,36076,1
20947,36646,1
20947,36647,1
20947,36654,1
20948,35790,1
20948,35889,1
20948,35966,1
20948,35969,1
20948,36078,1
20948,36079,1
20948,36401,1
20948,36404,1
20948,36406,1
20948,36430,1
20948,36495,1
20948,36496,1
20948,36750,1
20948,36850,1
20948,37072,1
20949,35572,1
20949,35599,1
20949,35768,1
20949,35939,1
20949,37073,1
20949,37399,1
20950,35564,1
20950,35565,1
20950,36415,1
20950,36421,1
20950,36567,1
20950,37016,1
20950,37028,1
20950,37217,1
20950,37266,1
20950,37294,1
20951,35542,1
20951,35599,1
20951,35601,1
20951,35734,1
20951,35899,1
20951,35928,1
20951,35929,1
20951,36132,1
20951,36224,1
20951,37205,1
20951,37206,1
20951,37387,1
20952,35713,1
20952,36320,1
20952,36702,1
20952,36815,1
20952,37192,1
20952,37370,1
20953,35526,1
20953,35864,1
20953,35966,1
20953,36058,1
20953,36216,1
20953,36345,1
20953,36401,1
20953,36404,1
20953,36538,1
20953,36722,1
20953,37012,1
20953,37013,1
20953,37082,1
20953,37128,1
20953,37129,1
20954,35550,1
20954,35793,1
20954,35860,1
20954,36076,1
20954,36358,1
20954,36797,1
20954,36813,1
20955,35768,1
20955,35889,1
20955,36543,1
20955,37076,1
20955,37259,1
20955,37285,1
20955,37288,1
20956,35772,1
20956,35864,1
20956,35966,1
20956,36415,1
20956,36676,1
20956,36950,1
20957,35723,1
20957,35971,1
20957,36912,1
20957,36915,1
20957,37059,1
20957,37061,1
20957,37213,1
20957,37412,1
20958,35936,1
20958,35970,1
20958,36143,1
20958,36224,1
20958,36409,1
20958,36689,1
20959,36391,1
20959,36778,1
20959,37076,1
20959,37285,1
20959,37288,1
20960,35638,1
20960,35750,1
20960,35751,1
20960,35864,1
20960,36051,1
20960,36141,1
20960,36456,1
20960,36553,1
20961,35511,1
20961,35811,1
20961,35905,1
20961,35909,1
20961,37324,1
20962,35564,1
20962,35565,1
20962,35931,1
20962,36108,1
20962,37016,1
20963,35638,1
20963,35654,1
20963,35721,1
20963,35725,1
20963,36110,1
20963,36201,1
20963,36415,1
20963,36512,1
20963,36626,1
20963,36684,1
20964,35721,1
20964,35723,1
20964,35864,1
20964,35883,1
20964,35939,1
20964,36009,1
20964,36132,1
20964,36685,1
20964,37136,1
20964,37185,1
20965,35563,1
20965,35864,1
20965,36106,1
20965,36341,1
20966,35574,1
20966,35864,1
20966,35882,1
20966,35902,1
20966,36675,1
20966,36815,1
20966,37135,1
20967,36077,1
20967,36306,1
20967,36521,1
20967,36556,1
20967,36605,1
20967,36778,1
20968,36605,1
20968,36728,1
20968,36806,1
20968,36815,1
20968,36825,1
20969,35542,1
20969,36143,1
20969,36209,1
20969,36296,1
20969,36535,1
20969,36798,1
20969,37000,1
20970,35556,1
20970,35939,1
20970,36081,1
20970,36667,1
20970,37285,1
20971,35755,1
20971,35905,1
20971,35909,1
20971,36551,1
20971,36584,1
20971,36626,1
20971,37324,1
20972,35526,1
20972,35528,1
20972,35752,1
20972,35783,1
20972,36044,1
20972,36161,1
20972,37370,1
20973,36939,1
20973,37010,1
20973,37259,1
20974,35599,1
20974,35691,1
20974,35692,1
20974,35966,1
20974,36158,1
20974,36246,1
20974,37006,1
20974,37239,1
20975,35966,1
20975,36317,1
20975,36401,1
20975,36404,1
20975,36889,1
20976,35734,1
20976,35739,1
20976,35864,1
20976,35881,1
20976,36028,1
20976,36415,1
20976,36556,1
20976,36644,1
20976,37082,1
20976,37084,1
20977,35721,1
20977,36076,1
20977,36845,1
20977,37405,1
20978,35864,1
20978,35878,1
20978,36080,1
20978,36174,1
20978,36567,1
20978,36992,1
20978,37122,1
20979,35542,1
20979,35831,1
20979,36192,1
20979,36193,1
20979,36874,1
20979,37051,1
20979,37273,1
20980,35599,1
20980,35604,1
20980,35734,1
20980,36132,1
20980,36134,1
20980,36174,1
20980,36384,1
20980,36385,1
20980,36386,1
20980,36536,1
20980,36537,1
20980,36685,1
20980,37051,1
20980,37166,1
20981,35542,1
20981,35965,1
20981,36154,1
20981,36764,1
20981,36825,1
20981,36837,1
20981,36838,1
20981,36874,1
20982,35582,1
20982,36114,1
20982,36315,1
20982,36320,1
20982,36322,1
20982,37370,1
20982,37418,1
20983,35889,1
20983,36339,1
20983,36567,1
20983,36690,1
20983,36962,1
20983,37144,1
20983,37146,1
20984,36346,1
20984,36502,1
20984,36567,1
20984,37016,1
20984,37073,1
20985,35642,1
20985,35731,1
20985,35771,1
20985,36531,1
20985,36764,1
20985,37199,1
20986,35790,1
20986,35864,1
20986,35878,1
20986,35966,1
20986,36078,1
20986,36079,1
20986,36175,1
20986,36401,1
20986,36404,1
20986,36567,1
20986,36832,1
20986,36850,1
20986,37072,1
20987,35807,1
20987,36132,1
20987,36134,1
20987,37040,1
20987,37051,1
20987,37059,1
20987,37061,1
20987,37213,1
20988,35599,1
20988,35610,1
20988,36076,1
20988,36553,1
20988,36713,1
20988,37101,1
20988,37370,1
20989,35542,1
20989,35617,1
20989,35723,1
20989,35734,1
20989,35939,1
20989,35941,1
20989,36132,1
20989,37192,1
20990,35864,1
20990,36129,1
20990,36130,1
20990,36956,1
20990,37065,1
20990,37066,1
20990,37293,1
20991,35864,1
20991,35878,1
20991,36261,1
20991,36265,1
20991,36567,1
20991,36744,1
20991,36775,1
20991,36855,1
20991,37027,1
20992,35966,1
20992,35999,1
20992,36201,1
20992,36224,1
20992,36401,1
20992,36404,1
20992,36744,1
20992,37370,1
20993,36430,1
20993,36912,1
20993,37410,1
20994,35537,1
20994,35564,1
20994,35565,1
20994,35837,1
20994,36028,1
20994,36633,1
20994,37016,1
20995,35528,1
20995,35653,1
20995,35834,1
20995,36178,1
20995,36344,1
20995,36415,1
20995,37266,1
20995,37285,1
20995,37370,1
20995,37446,1
20996,35511,1
20996,35599,1
20996,35731,1
20996,35771,1
20996,36372,1
20996,36373,1
20996,36374,1
20996,36567,1
20996,36719,1
20996,36880,1
20996,36962,1
20996,37184,1
20997,35970,1
20997,36553,1
20997,36567,1
20997,36685,1
20997,37266,1
20997,37269,1
20997,37317,1
20997,37370,1
20997,37418,1
20998,35581,1
20998,35823,1
20998,36051,1
20998,36267,1
20998,36268,1
20998,36719,1
20999,35821,1
20999,36430,1
20999,37073,1
20999,37154,1
21000,35511,1
21000,36043,1
21000,36068,1
21000,36676,1
21000,36938,1
21000,37010,1
21000,37074,1
21000,37157,1
21000,37370,1
21001,35488,1
21001,35546,1
21001,35599,1
21001,36430,1
21001,36433,1
21001,36819,1
21001,36959,1
21001,36960,1
21002,35511,1
21002,35513,1
21002,35599,1
21002,35734,1
21002,35735,1
21002,35864,1
21002,35870,1
21002,36258,1
21002,37196,1
21002,37274,1
21003,35555,1
21003,35599,1
21003,36191,1
21003,36219,1
21003,36930,1
21003,36931,1
21003,36938,1
21003,37285,1
21004,35590,1
21004,35599,1
21004,35667,1
21004,35668,1
21004,35817,1
21004,35818,1
21004,36062,1
21004,36815,1
21004,36855,1
21004,37130,1
21005,36089,1
21005,36430,1
21005,37299,1
21006,36122,1
21006,36465,1
21006,36467,1
21006,36526,1
21006,36527,1
21006,36815,1
21006,37399,1
21007,35522,1
21007,36201,1
21007,36718,1
21007,36896,1
21008,35542,1
21008,35599,1
21008,35601,1
21008,35957,1
21008,36066,1
21008,36201,1
21008,36605,1
21008,36608,1
21008,36764,1
21008,37074,1
21008,37075,1
21009,35781,1
21009,35846,1
21009,36810,1
21009,37016,1
21010,36000,1
21010,36028,1
21010,36074,1
21010,36201,1
21010,36584,1
21010,36719,1
21010,37178,1
21010,37265,1
21011,35630,1
21011,35758,1
21011,35991,1
21011,36014,1
21011,36015,1
21011,36781,1
21011,36860,1
21011,37042,1
21012,35572,1
21012,35704,1
21012,36871,1
21012,37216,1
21013,36058,1
21013,36551,1
21013,37042,1
21013,37043,1
21014,35679,1
21014,35927,1
21014,36240,1
21014,36942,1
21015,35599,1
21015,35953,1
21015,36154,1
21015,36320,1
21015,36584,1
21015,36587,1
21015,36815,1
21015,36918,1
21015,36921,1
21016,35599,1
21016,35718,1
21016,35922,1
21016,36311,1
21016,36495,1
21016,36815,1
21016,37217,1
21016,37218,1
21016,37219,1
21016,37387,1
21016,37388,1
21017,35769,1
21017,36317,1
21017,36539,1
21017,36660,1
21018,35577,1
21018,37418,1
21019,35493,1
21019,36553,1
21019,37079,1
21019,37108,1
21019,37239,1
21020,36224,1
21020,36308,1
21021,35505,1
21021,35596,1
21021,35762,1
21021,35838,1
21021,35864,1
21021,35922,1
21021,36660,1
21021,37065,1
21021,37067,1
21022,35541,1
21022,35765,1
21022,35980,1
21022,36224,1
21022,36584,1
21022,36585,1
21022,37015,1
21023,36052,1
21023,36187,1
21023,36459,1
21023,36810,1
21024,35780,1
21024,35864,1
21024,36058,1
21024,36605,1
21024,36896,1
21024,37462,1
21024,37463,1
21025,36320,1
21025,36327,1
21025,36481,1
21025,37239,1
21025,37270,1
21026,36016,1
21026,36027,1
21026,36918,1
21026,37136,1
21026,37264,1
21026,37387,1
21027,35473,1
21027,35723,1
21027,36703,1
21027,36795,1
21027,37128,1
21027,37266,1
21027,37268,1
21028,35599,1
21028,35694,1
21028,35725,1
21028,35768,1
21028,37266,1
21028,37267,1
21028,37384,1
21029,35821,1
21029,35822,1
21029,36028,1
21029,36249,1
21029,36896,1
21029,37033,1
21030,35559,1
21030,35768,1
21030,36320,1
21030,36326,1
21030,36993,1
21030,36994,1
21030,37239,1
21030,37405,1
21030,37438,1
21031,35557,1
21031,35558,1
21031,35599,1
21031,36320,1
21031,36326,1
21031,36341,1
21031,36993,1
21031,36994,1
21031,37239,1
21031,37240,1
21031,37256,1
21032,35711,1
21032,36276,1
21032,36341,1
21032,36347,1
21032,36445,1
21032,36773,1
21032,37279,1
21033,35599,1
21033,36538,1
21033,36819,1
21033,36939,1
21033,36940,1
21033,37101,1
21033,37103,1
21033,37192,1
21033,37239,1
21033,37245,1
21034,35733,1
21034,36330,1
21034,36584,1
21034,36605,1
21034,36612,1
21034,36690,1
21034,37033,1
21034,37079,1
21035,36347,1
21035,36401,1
21035,36430,1
21035,36722,1
21035,36982,1
21035,37253,1
21036,35733,1
21036,36277,1
21037,35629,1
21037,36320,1
21037,36725,1
21037,37433,1
21038,35485,1
21038,35661,1
21038,35706,1
21038,35769,1
21038,35984,1
21038,36313,1
21038,36541,1
21038,36798,1
21039,36282,1
21039,36502,1
21039,37418,1
21040,35815,1
21040,36502,1
21041,35521,1
21041,35920,1
21041,35961,1
21041,36553,1
21041,36573,1
21041,36879,1
21041,36918,1
21041,37059,1
21042,35503,1
21042,36305,1
21042,36345,1
21042,36535,1
21042,36605,1
21042,36606,1
21042,37131,1
21042,37142,1
21042,37318,1
21043,35599,1
21043,35708,1
21043,35762,1
21043,36141,1
21043,36594,1
21043,37439,1
21044,35723,1
21044,35820,1
21044,36144,1
21044,36145,1
21044,36221,1
21044,36287,1
21044,37185,1
21044,37338,1
21045,36409,1
21045,36430,1
21045,36605,1
21045,36609,1
21045,36868,1
21045,37253,1
21046,36818,1
21047,35785,1
21047,36272,1
21048,35472,1
21048,35557,1
21048,35558,1
21048,35790,1
21048,36135,1
21048,36341,1
21048,36850,1
21048,37363,1
21049,35537,1
21049,35599,1
21049,35762,1
21049,36249,1
21049,36430,1
21049,36660,1
21049,36907,1
21049,36908,1
21049,37124,1
21049,37126,1
21049,37399,1
21050,35853,1
21050,36276,1
21050,36605,1
21050,36616,1
21050,37032,1
21050,37305,1
21050,37401,1
21051,35638,1
21051,35916,1
21051,36117,1
21051,36244,1
21051,36430,1
21051,36982,1
21051,36993,1
21051,37399,1
21051,37400,1
21052,35708,1
21052,36565,1
21052,37320,1
21053,35499,1
21053,35758,1
21053,36014,1
21053,36015,1
21053,36293,1
21053,36660,1
21053,37110,1
21053,37124,1
21053,37126,1
21054,35503,1
21054,35551,1
21054,35567,1
21054,35599,1
21054,35762,1
21055,35472,1
21055,35825,1
21055,36276,1
21055,36686,1
21055,36741,1
21055,36742,1
21055,37223,1
21055,37227,1
21055,37363,1
21055,37366,1
21056,36060,1
21056,36430,1
21056,37053,1
21056,37294,1
21057,35748,1
21057,35836,1
21057,36075,1
21057,36143,1
21057,36551,1
21057,37115,1
21057,37217,1
21058,35542,1
21058,35762,1
21058,35828,1
21058,36276,1
21058,36430,1
21058,36781,1
21058,36787,1
21058,37009,1
21058,37111,1
21059,36174,1
21059,36276,1
21059,36345,1
21059,36984,1
21059,37009,1
21059,37402,1
21059,37453,1
21060,35748,1
21060,36053,1
21060,36068,1
21060,36430,1
21060,36442,1
21060,36584,1
21060,36709,1
21060,37184,1
21061,35528,1
21061,36543,1
21061,37337,1
21062,35660,1
21062,36047,1
21062,36641,1
21063,35485,1
21063,36401,1
21063,36667,1
21064,35493,1
21064,35772,1
21064,36105,1
21064,36201,1
21064,36584,1
21064,37239,1
21065,35542,1
21065,35825,1
21065,36276,1
21065,37223,1
21065,37389,1
21066,35664,1
21066,35707,1
21066,36009,1
21066,36584,1
21066,37281,1
21067,35472,1
21067,35557,1
21067,35558,1
21067,36341,1
21067,36686,1
21067,36741,1
21067,36742,1
21067,37227,1
21067,37363,1
21067,37366,1
21068,35526,1
21068,35541,1
21068,36341,1
21069,35731,1
21069,36194,1
21069,36201,1
21069,36274,1
21069,36671,1
21069,36672,1
21069,37121,1
21069,37257,1
21069,37374,1
21070,35508,1
21070,35966,1
21070,36329,1
21070,36713,1
21070,37039,1
21071,35573,1
21071,35748,1
21071,36495,1
21071,36773,1
21071,36938,1
21071,37051,1
21071,37405,1
21072,36818,1
21073,35567,1
21073,36121,1
21073,36201,1
21073,36638,1
21073,36791,1
21074,36114,1
21074,36192,1
21074,36401,1
21075,36102,1
21075,36348,1
21075,36894,1
21075,36970,1
21076,35503,1
21076,36276,1
21076,36341,1
21076,36502,1
21076,36546,1
21076,36951,1
21076,36962,1
21077,35559,1
21077,35590,1
21077,36763,1
21077,37053,1
21077,37402,1
21078,35674,1
21078,35713,1
21078,36935,1
21078,37111,1
21078,37370,1
21079,35729,1
21079,35748,1
21079,36584,1
21080,35543,1
21080,35599,1
21080,35645,1
21080,35656,1
21080,36160,1
21080,36253,1
21080,36276,1
21080,36638,1
21080,36855,1
21080,37220,1
21080,37303,1
21081,35947,1
21081,35978,1
21081,36276,1
21081,36400,1
21081,36741,1
21081,36806,1
21081,36907,1
21081,37009,1
21082,36806,1
21082,36948,1
21082,37042,1
21082,37055,1
21082,37400,1
21082,37405,1
21083,35548,1
21083,35599,1
21083,35623,1
21083,35748,1
21083,35825,1
21083,36096,1
21083,37347,1
21084,35563,1
21084,35688,1
21084,36246,1
21084,36781,1
21084,37402,1
21084,37453,1
21085,35599,1
21085,35615,1
21085,35648,1
21085,36558,1
21085,36815,1
21085,37189,1
21085,37239,1
21086,35817,1
21086,36451,1
21086,36584,1
21086,36636,1
21086,36993,1
21086,37299,1
21086,37370,1
21087,35542,1
21087,35543,1
21087,35708,1
21087,36187,1
21087,36201,1
21087,36538,1
21087,37239,1
21087,37338,1
21088,35511,1
21088,35710,1
21088,35813,1
21088,35864,1
21088,35878,1
21088,36054,1
21088,36106,1
21088,36567,1
21088,36568,1
21089,35475,1
21089,35527,1
21089,35864,1
21089,35889,1
21089,36110,1
21089,36815,1
21089,37317,1
21090,35710,1
21090,35944,1
21090,36274,1
21090,37076,1
21090,37285,1
21090,37288,1
21090,37309,1
21090,37369,1
21090,37439,1
21091,35599,1
21091,35939,1
21091,35940,1
21091,36141,1
21091,36715,1
21091,37120,1
21091,37249,1
21091,37370,1
21092,35481,1
21092,35781,1
21092,35790,1
21092,36080,1
21092,36349,1
21092,36350,1
21092,36381,1
21092,36534,1
21092,36538,1
21092,36584,1
21092,36775,1
21092,36850,1
21092,36851,1
21092,37173,1
21092,37353,1
21092,37363,1
21093,35599,1
21093,35980,1
21093,35981,1
21093,36306,1
21093,36623,1
21094,35525,1
21094,36174,1
21094,36775,1
21094,37164,1
21094,37239,1
21094,37312,1
21095,35746,1
21095,35911,1
21095,36001,1
21095,36422,1
21095,36469,1
21095,36490,1
21095,37281,1
21096,36038,1
21096,36231,1
21096,36277,1
21096,36828,1
21096,37121,1
21096,37307,1
21097,35665,1
21097,36546,1
21097,36548,1
21097,36573,1
21097,37153,1
21097,37234,1
21097,37256,1
21098,35526,1
21098,35541,1
21098,35582,1
21098,35638,1
21098,36201,1
21098,36798,1
21098,37303,1
21099,35529,1
21099,35583,1
21099,35691,1
21099,35693,1
21099,35749,1
21099,36412,1
21099,36638,1
21099,36815,1
21099,37196,1
21100,35823,1
