,domain,entity_id,serial_id
16986,paper,1488549,16986
16987,paper,1488551,16987
16988,paper,1488553,16988
16989,paper,1488555,16989
16990,paper,1488557,16990
16991,paper,1488558,16991
16992,paper,1488559,16992
16993,paper,1488560,16993
16994,paper,1488563,16994
16995,paper,1488564,16995
16996,paper,1488565,16996
16997,paper,1488567,16997
16998,paper,1488569,16998
16999,paper,1488571,16999
17000,paper,1488572,17000
17001,paper,1488573,17001
17002,paper,1488574,17002
17003,paper,1488575,17003
17004,paper,1488577,17004
17005,paper,1490645,17005
17006,paper,1490656,17006
17007,paper,1490703,17007
17008,paper,1490776,17008
17009,paper,1490840,17009
17010,paper,1490858,17010
17011,paper,1490888,17011
17012,paper,1490913,17012
17013,paper,1490915,17013
17014,paper,1490916,17014
17015,paper,1490935,17015
17016,paper,1490937,17016
17017,paper,1490941,17017
17018,paper,1490944,17018
17019,paper,1490947,17019
17020,paper,1490950,17020
17021,paper,1490953,17021
17022,paper,1490954,17022
17023,paper,1490956,17023
17024,paper,1490960,17024
17025,paper,1490963,17025
17026,paper,1490965,17026
17027,paper,1490966,17027
17028,paper,1490972,17028
17029,paper,1490979,17029
17030,paper,1490982,17030
17031,paper,1490985,17031
17032,paper,1490986,17032
17033,paper,1490990,17033
17034,paper,1491002,17034
17035,paper,1491003,17035
17036,paper,1491005,17036
17037,paper,1491006,17037
17038,paper,1491008,17038
17039,paper,1491009,17039
17040,paper,1491019,17040
17041,paper,1491050,17041
17042,paper,1491055,17042
17043,paper,1491056,17043
17044,paper,1491058,17044
17045,paper,1491062,17045
17046,paper,1491064,17046
17047,paper,1491066,17047
17048,paper,1491069,17048
17049,paper,1491090,17049
17050,paper,1491091,17050
17051,paper,1491094,17051
17052,paper,1491099,17052
17053,paper,1491101,17053
17054,paper,1491109,17054
17055,paper,1491111,17055
17056,paper,1491112,17056
17057,paper,1491113,17057
17058,paper,1491115,17058
17059,paper,1491117,17059
17060,paper,1491118,17060
17061,paper,1491119,17061
17062,paper,1491125,17062
17063,paper,1491126,17063
17064,paper,1492705,17064
17065,paper,1501120,17065
17066,paper,1501122,17066
17067,paper,1501124,17067
17068,paper,1501125,17068
17069,paper,1501303,17069
17070,paper,1501350,17070
17071,paper,1501858,17071
17072,paper,1501866,17072
17073,paper,1501872,17073
17074,paper,1501877,17074
17075,paper,1501879,17075
17076,paper,1501882,17076
17077,paper,1501883,17077
17078,paper,1501885,17078
17079,paper,1501890,17079
17080,paper,1501891,17080
17081,paper,1501895,17081
17082,paper,1501899,17082
17083,paper,1501902,17083
17084,paper,1501905,17084
17085,paper,1501908,17085
17086,paper,1501909,17086
17087,paper,1501910,17087
17088,paper,1501911,17088
17089,paper,1501914,17089
17090,paper,1501920,17090
17091,paper,1501928,17091
17092,paper,1501930,17092
17093,paper,1501934,17093
17094,paper,1501936,17094
17095,paper,1501937,17095
17096,paper,1501943,17096
17097,paper,1501944,17097
17098,paper,1509706,17098
17099,paper,1510062,17099
17100,paper,1510092,17100
17101,paper,1510104,17101
17102,paper,1510116,17102
17103,paper,1510117,17103
17104,paper,1510128,17104
17105,paper,1510131,17105
17106,paper,1510133,17106
17107,paper,1510135,17107
17108,paper,1510136,17108
17109,paper,1510138,17109
17110,paper,1510143,17110
17111,paper,1511965,17111
17112,paper,1511970,17112
17113,paper,1511972,17113
17114,paper,1511975,17114
17115,paper,1511981,17115
17116,paper,1511988,17116
17117,paper,1511991,17117
17118,paper,1511992,17118
17119,paper,1511993,17119
17120,paper,1512001,17120
17121,paper,1512002,17121
17122,paper,1512003,17122
17123,paper,1512005,17123
17124,paper,1512006,17124
17125,paper,1512009,17125
17126,paper,1512019,17126
17127,paper,1512021,17127
17128,paper,1512022,17128
17129,paper,1512023,17129
17130,paper,1512028,17130
17131,paper,1512032,17131
17132,paper,1512038,17132
17133,paper,1512045,17133
17134,paper,1512048,17134
17135,paper,1512050,17135
17136,paper,1512055,17136
17137,paper,1512058,17137
17138,paper,1512059,17138
17139,paper,1512060,17139
17140,paper,1512064,17140
17141,paper,1512068,17141
17142,paper,1512074,17142
17143,paper,1512075,17143
17144,paper,1512086,17144
17145,paper,1512087,17145
17146,paper,1512088,17146
17147,paper,1512089,17147
17148,paper,1512109,17148
17149,paper,1512120,17149
17150,paper,1512121,17150
17151,paper,1512125,17151
17152,paper,1512132,17152
17153,paper,1512135,17153
17154,paper,1512139,17154
17155,paper,1512140,17155
17156,paper,1512141,17156
17157,paper,1512143,17157
17158,paper,1512147,17158
17159,paper,1512149,17159
17160,paper,1512150,17160
17161,paper,1512151,17161
17162,paper,1512152,17162
17163,paper,1512157,17163
17164,paper,1512158,17164
17165,paper,1512160,17165
17166,paper,1512173,17166
17167,paper,1512175,17167
17168,paper,1512176,17168
17169,paper,1512177,17169
17170,paper,1512989,17170
17171,paper,1513023,17171
17172,paper,1514008,17172
17173,paper,1514010,17173
17174,paper,1514011,17174
17175,paper,1514013,17175
17176,paper,1514020,17176
17177,paper,1514021,17177
17178,paper,1514024,17178
17179,paper,1514030,17179
17180,paper,1514035,17180
17181,paper,1514036,17181
17182,paper,1523232,17182
17183,paper,1523234,17183
17184,paper,1523237,17184
17185,paper,1523238,17185
17186,paper,1523244,17186
17187,paper,1523247,17187
17188,paper,1523248,17188
17189,paper,1523253,17189
17190,paper,1523254,17190
17191,paper,1523257,17191
17192,paper,1523693,17192
17193,paper,1523701,17193
17194,paper,1523702,17194
17195,paper,1523756,17195
17196,paper,1523758,17196
17197,paper,1523761,17197
17198,paper,1523764,17198
17199,paper,1523765,17199
17200,paper,1523767,17200
17201,paper,1523772,17201
17202,paper,1523780,17202
17203,paper,1523784,17203
17204,paper,1523791,17204
17205,paper,1523793,17205
17206,paper,1523794,17206
17207,paper,1523795,17207
17208,paper,1523796,17208
17209,paper,1523798,17209
17210,paper,1526486,17210
17211,paper,1526490,17211
17212,paper,1526492,17212
17213,paper,1526493,17213
17214,paper,1526499,17214
17215,paper,1526506,17215
17216,paper,1526534,17216
17217,paper,1528050,17217
17218,paper,1528051,17218
17219,paper,1528053,17219
17220,paper,1528054,17220
17221,paper,1528057,17221
17222,paper,1528059,17222
17223,paper,1528060,17223
17224,paper,1528061,17224
17225,paper,1528062,17225
17226,paper,1528063,17226
17227,paper,1528064,17227
17228,paper,1529736,17228
17229,paper,1529738,17229
17230,paper,1529739,17230
17231,paper,1529741,17231
17232,paper,1529742,17232
17233,paper,1529743,17233
17234,paper,1529744,17234
17235,paper,1529745,17235
17236,paper,1529748,17236
17237,paper,1529749,17237
17238,paper,1529754,17238
17239,paper,1529761,17239
17240,paper,1529762,17240
17241,paper,1529763,17241
17242,paper,1529764,17242
17243,paper,1529765,17243
17244,paper,1529767,17244
17245,paper,1529768,17245
17246,paper,1529769,17246
17247,paper,1529770,17247
17248,paper,1529771,17248
17249,paper,1529772,17249
17250,paper,1529774,17250
17251,paper,1529775,17251
17252,paper,1529782,17252
17253,paper,1529783,17253
17254,paper,1529785,17254
17255,paper,1529786,17255
17256,paper,1529788,17256
17257,paper,1529789,17257
17258,paper,1529791,17258
17259,paper,1529792,17259
17260,paper,1529796,17260
17261,paper,1529797,17261
17262,paper,1529798,17262
17263,paper,1529799,17263
17264,paper,1529800,17264
17265,paper,1529801,17265
17266,paper,1529802,17266
17267,paper,1529803,17267
17268,paper,1529806,17268
17269,paper,1529809,17269
17270,paper,1529810,17270
17271,paper,1529812,17271
17272,paper,1529814,17272
17273,paper,1529815,17273
17274,paper,1529817,17274
17275,paper,1529821,17275
17276,paper,1529823,17276
17277,paper,1529824,17277
17278,paper,1529825,17278
17279,paper,1529826,17279
17280,paper,1529830,17280
17281,paper,1529831,17281
17282,paper,1529834,17282
17283,paper,1529839,17283
17284,paper,1529841,17284
17285,paper,1529842,17285
17286,paper,1529844,17286
17287,paper,1529845,17287
17288,paper,1529847,17288
17289,paper,1529849,17289
17290,paper,1529850,17290
17291,paper,1529851,17291
17292,paper,1529852,17292
17293,paper,1529853,17293
17294,paper,1529857,17294
17295,paper,1529860,17295
17296,paper,1529863,17296
17297,paper,1529864,17297
17298,paper,1529865,17298
17299,paper,1529867,17299
17300,paper,1529869,17300
17301,paper,1529871,17301
17302,paper,1529872,17302
17303,paper,1529873,17303
17304,paper,1529875,17304
17305,paper,1529878,17305
17306,paper,1529879,17306
17307,paper,1529881,17307
17308,paper,1529885,17308
17309,paper,1529888,17309
17310,paper,1529889,17310
17311,paper,1529891,17311
17312,paper,1529892,17312
17313,paper,1543828,17313
17314,paper,1543902,17314
17315,paper,1544747,17315
17316,paper,1546165,17316
17317,paper,1546167,17317
17318,paper,1546168,17318
17319,paper,1546169,17319
17320,paper,1546171,17320
17321,paper,1546172,17321
17322,paper,1546173,17322
17323,paper,1546175,17323
17324,paper,1546179,17324
17325,paper,1546183,17325
17326,paper,1546184,17326
17327,paper,1546186,17327
17328,paper,1546187,17328
17329,paper,1546188,17329
17330,paper,1546190,17330
17331,paper,1546191,17331
17332,paper,1546194,17332
17333,paper,1546195,17333
17334,paper,1546197,17334
17335,paper,1546199,17335
17336,paper,1546200,17336
17337,paper,1546201,17337
17338,paper,1546202,17338
17339,paper,1546208,17339
17340,paper,1546211,17340
17341,paper,1546214,17341
17342,paper,1546215,17342
17343,paper,1546216,17343
17344,paper,1546219,17344
17345,paper,1546220,17345
17346,paper,1546221,17346
17347,paper,1546222,17347
17348,paper,1546231,17348
17349,paper,1546233,17349
17350,paper,1546234,17350
17351,paper,1546239,17351
17352,paper,1546240,17352
17353,paper,1546244,17353
17354,paper,1546249,17354
17355,paper,1546250,17355
17356,paper,1546252,17356
17357,paper,1546254,17357
17358,paper,1546255,17358
17359,paper,1546257,17359
17360,paper,1546258,17360
17361,paper,1546260,17361
17362,paper,1546261,17362
17363,paper,1546262,17363
17364,paper,1546263,17364
17365,paper,1546264,17365
17366,paper,1546265,17366
17367,paper,1546266,17367
17368,paper,1546267,17368
17369,paper,1546268,17369
17370,paper,1546269,17370
17371,paper,1546270,17371
17372,paper,1546273,17372
17373,paper,1546275,17373
17374,paper,1546280,17374
17375,paper,1546282,17375
17376,paper,1546283,17376
17377,paper,1546284,17377
17378,paper,1546285,17378
17379,paper,1546287,17379
17380,paper,1546289,17380
17381,paper,1546291,17381
17382,paper,1546292,17382
17383,paper,1546294,17383
17384,paper,1546295,17384
17385,paper,1546299,17385
17386,paper,1546300,17386
17387,paper,1546301,17387
17388,paper,1546302,17388
17389,paper,1546303,17389
17390,paper,1546304,17390
17391,paper,1546306,17391
17392,paper,1546308,17392
17393,paper,1546313,17393
17394,paper,1546315,17394
17395,paper,1546320,17395
17396,paper,1546322,17396
17397,paper,1546323,17397
17398,paper,1546326,17398
17399,paper,1546328,17399
17400,paper,1546330,17400
17401,paper,1546331,17401
17402,paper,1546332,17402
17403,paper,1546335,17403
17404,paper,1546336,17404
17405,paper,1546337,17405
17406,paper,1546339,17406
17407,paper,1546341,17407
17408,paper,1546342,17408
17409,paper,1546346,17409
17410,paper,1546349,17410
17411,paper,1546350,17411
17412,paper,1546355,17412
17413,paper,1546356,17413
17414,paper,1546357,17414
17415,paper,1546358,17415
17416,paper,1546361,17416
17417,paper,1546363,17417
17418,paper,1546364,17418
17419,paper,1546366,17419
17420,paper,1546367,17420
17421,paper,1546368,17421
17422,paper,1546371,17422
17423,paper,1546372,17423
17424,paper,1546374,17424
17425,paper,1546377,17425
17426,paper,1546379,17426
17427,paper,1546382,17427
17428,paper,1546390,17428
17429,paper,1546392,17429
17430,paper,1546394,17430
17431,paper,1546395,17431
17432,paper,1546400,17432
17433,paper,1546402,17433
17434,paper,1549138,17434
17435,paper,1549142,17435
17436,paper,1549144,17436
17437,paper,1549153,17437
17438,paper,1549157,17438
17439,paper,1549669,17439
17440,paper,1549911,17440
17441,paper,1549935,17441
17442,paper,1549946,17442
17443,paper,1549949,17443
17444,paper,1549951,17444
17445,paper,1549958,17445
17446,paper,1549961,17446
17447,paper,1549963,17447
17448,paper,1549964,17448
17449,paper,1551643,17449
17450,paper,1552234,17450
17451,paper,1558367,17451
17452,paper,1558411,17452
17453,paper,1558469,17453
17454,paper,1558488,17454
17455,paper,1558489,17455
17456,paper,1558672,17456
17457,paper,1558673,17457
17458,paper,1558678,17458
17459,paper,1558679,17459
17460,paper,1558682,17460
17461,paper,1558683,17461
17462,paper,1564520,17462
17463,paper,1564522,17463
17464,paper,1567857,17464
17465,paper,1569558,17465
17466,paper,1569559,17466
17467,paper,1569560,17467
17468,paper,1569562,17468
17469,paper,1569565,17469
17470,paper,1569570,17470
17471,paper,1569572,17471
17472,paper,1569573,17472
17473,paper,1569575,17473
17474,paper,1569576,17474
17475,paper,1569577,17475
17476,paper,1569584,17476
17477,paper,1569585,17477
17478,paper,1569586,17478
17479,paper,1569588,17479
17480,paper,1569598,17480
17481,paper,1569600,17481
17482,paper,1569601,17482
17483,paper,1569605,17483
17484,paper,1569609,17484
17485,paper,1569610,17485
17486,paper,1569617,17486
17487,paper,1569618,17487
17488,paper,1569619,17488
17489,paper,1569620,17489
17490,paper,1569621,17490
17491,paper,1569622,17491
17492,paper,1569623,17492
17493,paper,1569629,17493
17494,paper,1569634,17494
17495,paper,1569637,17495
17496,paper,1569643,17496
17497,paper,1569646,17497
17498,paper,1569647,17498
17499,paper,1569648,17499
17500,paper,1569651,17500
17501,paper,1569656,17501
17502,paper,1569658,17502
17503,paper,1569663,17503
17504,paper,1569664,17504
17505,paper,1569669,17505
17506,paper,1569675,17506
17507,paper,1569678,17507
17508,paper,1569685,17508
17509,paper,1569688,17509
17510,paper,1569694,17510
17511,paper,1569696,17511
17512,paper,1569697,17512
17513,paper,1569700,17513
17514,paper,1569705,17514
17515,paper,1569707,17515
17516,paper,1569709,17516
17517,paper,1569710,17517
17518,paper,1569715,17518
17519,paper,1569716,17519
17520,paper,1569717,17520
17521,paper,1569722,17521
17522,paper,1569724,17522
17523,paper,1569727,17523
17524,paper,1569728,17524
17525,paper,1569740,17525
17526,paper,1569743,17526
17527,paper,1569750,17527
17528,paper,1569751,17528
17529,paper,1569753,17529
17530,paper,1569756,17530
17531,paper,1569757,17531
17532,paper,1569758,17532
17533,paper,1569760,17533
17534,paper,1569761,17534
17535,paper,1569770,17535
17536,paper,1569774,17536
17537,paper,1569775,17537
17538,paper,1569776,17538
17539,paper,1569785,17539
17540,paper,1569787,17540
17541,paper,1569789,17541
17542,paper,1571428,17542
17543,paper,1577194,17543
17544,paper,1577574,17544
17545,paper,1580603,17545
17546,paper,1581485,17546
17547,paper,1581498,17547
17548,paper,1582354,17548
17549,paper,1582391,17549
17550,paper,1582392,17550
17551,paper,1582401,17551
17552,paper,1584328,17552
17553,paper,1584763,17553
17554,paper,1585612,17554
17555,paper,1585659,17555
17556,paper,1586346,17556
17557,paper,1586359,17557
17558,paper,1586374,17558
17559,paper,1586375,17559
17560,paper,1586380,17560
17561,paper,1586381,17561
17562,paper,1586636,17562
17563,paper,1586637,17563
17564,paper,1586642,17564
17565,paper,1586644,17565
17566,paper,1586645,17566
17567,paper,1586651,17567
17568,paper,1586653,17568
17569,paper,1586662,17569
17570,paper,1586666,17570
17571,paper,1586668,17571
17572,paper,1586924,17572
17573,paper,1587001,17573
17574,paper,1587192,17574
17575,paper,1587194,17575
17576,paper,1587196,17576
17577,paper,1587203,17577
17578,paper,1587204,17578
17579,paper,1587212,17579
17580,paper,1587216,17580
17581,paper,1587217,17581
17582,paper,1587218,17582
17583,paper,1587223,17583
17584,paper,1587225,17584
17585,paper,1587228,17585
17586,paper,1587229,17586
17587,paper,1587230,17587
17588,paper,1587235,17588
17589,paper,1587238,17589
17590,paper,1587247,17590
17591,paper,1587306,17591
17592,paper,1587393,17592
17593,paper,1587453,17593
17594,paper,1587919,17594
17595,paper,1588091,17595
17596,paper,1588108,17596
17597,paper,1588745,17597
17598,paper,1588920,17598
17599,paper,1588992,17599
17600,paper,1589012,17600
17601,paper,1589013,17601
17602,paper,1589023,17602
17603,paper,1589024,17603
17604,paper,1589030,17604
17605,paper,1589035,17605
17606,paper,1589043,17606
17607,paper,1589046,17607
17608,paper,1589048,17608
17609,paper,1589053,17609
17610,paper,1589057,17610
17611,paper,1592394,17611
17612,paper,1592720,17612
17613,paper,1592725,17613
17614,paper,1592731,17614
17615,paper,1597081,17615
17616,paper,1597083,17616
17617,paper,1597086,17617
17618,paper,1597090,17618
17619,paper,1597091,17619
17620,paper,1597093,17620
17621,paper,1597094,17621
17622,paper,1597095,17622
17623,paper,1597097,17623
17624,paper,1597098,17624
17625,paper,1597099,17625
17626,paper,1597102,17626
17627,paper,1597103,17627
17628,paper,1597105,17628
17629,paper,1597109,17629
17630,paper,1597110,17630
17631,paper,1597112,17631
17632,paper,1597114,17632
17633,paper,1597115,17633
17634,paper,1597116,17634
17635,paper,1597118,17635
17636,paper,1597119,17636
17637,paper,1597120,17637
17638,paper,1597121,17638
17639,paper,1597124,17639
17640,paper,1597125,17640
17641,paper,1597126,17641
17642,paper,1597127,17642
17643,paper,1597128,17643
17644,paper,1597129,17644
17645,paper,1597130,17645
17646,paper,1597131,17646
17647,paper,1597134,17647
17648,paper,1597135,17648
17649,paper,1597137,17649
17650,paper,1597138,17650
17651,paper,1597142,17651
17652,paper,1597145,17652
17653,paper,1597147,17653
17654,paper,1597148,17654
17655,paper,1597149,17655
17656,paper,1597150,17656
17657,paper,1597152,17657
17658,paper,1597153,17658
17659,paper,1597154,17659
17660,paper,1597156,17660
17661,paper,1597157,17661
17662,paper,1597158,17662
17663,paper,1597159,17663
17664,paper,1597161,17664
17665,paper,1597164,17665
17666,paper,1597165,17666
17667,paper,1597169,17667
17668,paper,1597170,17668
17669,paper,1597171,17669
17670,paper,1597175,17670
17671,paper,1597176,17671
17672,paper,1597177,17672
17673,paper,1597179,17673
17674,paper,1597182,17674
17675,paper,1597183,17675
17676,paper,1597187,17676
17677,paper,1597189,17677
17678,paper,1597191,17678
17679,paper,1597194,17679
17680,paper,1597195,17680
17681,paper,1597196,17681
17682,paper,1597202,17682
17683,paper,1597203,17683
17684,paper,1597204,17684
17685,paper,1597205,17685
17686,paper,1597210,17686
17687,paper,1597211,17687
17688,paper,1597214,17688
17689,paper,1597218,17689
17690,paper,1597219,17690
17691,paper,1597223,17691
17692,paper,1597225,17692
17693,paper,1597227,17693
17694,paper,1597228,17694
17695,paper,1597229,17695
17696,paper,1597230,17696
17697,paper,1597232,17697
17698,paper,1597233,17698
17699,paper,1597235,17699
17700,paper,1597236,17700
17701,paper,1597239,17701
17702,paper,1597242,17702
17703,paper,1597243,17703
17704,paper,1597245,17704
17705,paper,1597246,17705
17706,paper,1597250,17706
17707,paper,1597251,17707
17708,paper,1597256,17708
17709,paper,1597259,17709
17710,paper,1597261,17710
17711,paper,1597265,17711
17712,paper,1597266,17712
17713,paper,1597267,17713
17714,paper,1597268,17714
17715,paper,1597269,17715
17716,paper,1597270,17716
17717,paper,1597278,17717
17718,paper,1597280,17718
17719,paper,1597281,17719
17720,paper,1597282,17720
17721,paper,1597283,17721
17722,paper,1597284,17722
17723,paper,1597287,17723
17724,paper,1597288,17724
17725,paper,1597292,17725
17726,paper,1597293,17726
17727,paper,1597294,17727
17728,paper,1597295,17728
17729,paper,1597296,17729
17730,paper,1597631,17730
17731,paper,1597633,17731
17732,paper,1597634,17732
17733,paper,1597637,17733
17734,paper,1597638,17734
17735,paper,1597639,17735
17736,paper,1597640,17736
17737,paper,1597643,17737
17738,paper,1597645,17738
17739,paper,1597647,17739
17740,paper,1597650,17740
17741,paper,1597652,17741
17742,paper,1597654,17742
17743,paper,1597655,17743
17744,paper,1597656,17744
17745,paper,1597657,17745
17746,paper,1597658,17746
17747,paper,1597660,17747
17748,paper,1597662,17748
17749,paper,1597665,17749
17750,paper,1597666,17750
17751,paper,1597667,17751
17752,paper,1597671,17752
17753,paper,1597674,17753
17754,paper,1597675,17754
17755,paper,1597680,17755
17756,paper,1597682,17756
17757,paper,1597683,17757
17758,paper,1597687,17758
17759,paper,1597692,17759
17760,paper,1597693,17760
17761,paper,1597694,17761
17762,paper,1597695,17762
17763,paper,1597697,17763
17764,paper,1597698,17764
17765,paper,1597702,17765
17766,paper,1597703,17766
17767,paper,1597704,17767
17768,paper,1597707,17768
17769,paper,1597709,17769
17770,paper,1597710,17770
17771,paper,1597711,17771
17772,paper,1597713,17772
17773,paper,1597714,17773
17774,paper,1597715,17774
17775,paper,1597716,17775
17776,paper,1597719,17776
17777,paper,1597720,17777
17778,paper,1597721,17778
17779,paper,1597722,17779
17780,paper,1597724,17780
17781,paper,1597726,17781
17782,paper,1597727,17782
17783,paper,1597728,17783
17784,paper,1597729,17784
17785,paper,1597731,17785
17786,paper,1597732,17786
17787,paper,1597733,17787
17788,paper,1597734,17788
17789,paper,1597735,17789
17790,paper,1597736,17790
17791,paper,1597738,17791
17792,paper,1597740,17792
17793,paper,1597741,17793
17794,paper,1597742,17794
17795,paper,1597743,17795
17796,paper,1597745,17796
17797,paper,1597747,17797
17798,paper,1597748,17798
17799,paper,1597749,17799
17800,paper,1597750,17800
17801,paper,1597752,17801
17802,paper,1597753,17802
17803,paper,1597754,17803
17804,paper,1597772,17804
17805,paper,1597773,17805
17806,paper,1597778,17806
17807,paper,1597783,17807
17808,paper,1597821,17808
17809,paper,1597822,17809
17810,paper,1597826,17810
17811,paper,1597828,17811
17812,paper,1597829,17812
17813,paper,1597830,17813
17814,paper,1597831,17814
17815,paper,1597834,17815
17816,paper,1597835,17816
17817,paper,1597836,17817
17818,paper,1597837,17818
17819,paper,1597839,17819
17820,paper,1597842,17820
17821,paper,1597843,17821
17822,paper,1597844,17822
17823,paper,1597846,17823
17824,paper,1597847,17824
17825,paper,1597848,17825
17826,paper,1597849,17826
17827,paper,1597850,17827
17828,paper,1597852,17828
17829,paper,1597854,17829
17830,paper,1597855,17830
17831,paper,1597857,17831
17832,paper,1597860,17832
17833,paper,1597862,17833
17834,paper,1597863,17834
17835,paper,1597869,17835
17836,paper,1597870,17836
17837,paper,1597872,17837
17838,paper,1597873,17838
17839,paper,1597874,17839
17840,paper,1597876,17840
17841,paper,1597877,17841
17842,paper,1597878,17842
17843,paper,1597879,17843
17844,paper,1597880,17844
17845,paper,1599073,17845
17846,paper,1599074,17846
17847,paper,1599076,17847
17848,paper,1599078,17848
17849,paper,1599079,17849
17850,paper,1599081,17850
17851,paper,1599082,17851
17852,paper,1599083,17852
17853,paper,1599088,17853
17854,paper,1599090,17854
17855,paper,1599091,17855
17856,paper,1599093,17856
17857,paper,1599094,17857
17858,paper,1599096,17858
17859,paper,1599098,17859
17860,paper,1599101,17860
17861,paper,1599102,17861
17862,paper,1599103,17862
17863,paper,1599104,17863
17864,paper,1599107,17864
17865,paper,1599108,17865
17866,paper,1599109,17866
17867,paper,1599112,17867
17868,paper,1599114,17868
17869,paper,1599115,17869
17870,paper,1599117,17870
17871,paper,1599119,17871
17872,paper,1599120,17872
17873,paper,1599122,17873
17874,paper,1599123,17874
17875,paper,1599125,17875
17876,paper,1599126,17876
17877,paper,1599128,17877
17878,paper,1599130,17878
17879,paper,1599132,17879
17880,paper,1599137,17880
17881,paper,1599138,17881
17882,paper,1599141,17882
17883,paper,1599145,17883
17884,paper,1599146,17884
17885,paper,1599148,17885
17886,paper,1599150,17886
17887,paper,1599151,17887
17888,paper,1599154,17888
17889,paper,1599156,17889
17890,paper,1599159,17890
17891,paper,1599162,17891
17892,paper,1599163,17892
17893,paper,1599168,17893
17894,paper,1599170,17894
17895,paper,1599172,17895
17896,paper,1599177,17896
17897,paper,1599180,17897
17898,paper,1599191,17898
17899,paper,1599193,17899
17900,paper,1599194,17900
17901,paper,1599196,17901
17902,paper,1599197,17902
17903,paper,1599199,17903
17904,paper,1599201,17904
17905,paper,1599203,17905
17906,paper,1599208,17906
17907,paper,1599214,17907
17908,paper,1599218,17908
17909,paper,1599231,17909
17910,paper,1599233,17910
17911,paper,1599235,17911
17912,paper,1599237,17912
17913,paper,1599239,17913
17914,paper,1599240,17914
17915,paper,1599243,17915
17916,paper,1599244,17916
17917,paper,1599245,17917
17918,paper,1599247,17918
17919,paper,1599251,17919
17920,paper,1599252,17920
17921,paper,1599256,17921
17922,paper,1599261,17922
17923,paper,1599265,17923
17924,paper,1599266,17924
17925,paper,1599269,17925
17926,paper,1602862,17926
17927,paper,1602891,17927
17928,paper,1602892,17928
17929,paper,1602894,17929
17930,paper,1602895,17930
17931,paper,1602897,17931
17932,paper,1602904,17932
17933,paper,1602922,17933
17934,paper,1602932,17934
17935,paper,1602934,17935
17936,paper,1606142,17936
17937,paper,1606243,17937
17938,paper,1606307,17938
17939,paper,1606348,17939
17940,paper,1606373,17940
17941,paper,1606381,17941
17942,paper,1606405,17942
17943,paper,1606414,17943
17944,paper,1606422,17944
17945,paper,1606430,17945
17946,paper,1606438,17946
17947,paper,1606445,17947
17948,paper,1606453,17948
17949,paper,1606479,17949
17950,paper,1606489,17950
17951,paper,1606500,17951
17952,paper,1606747,17952
17953,paper,1606749,17953
17954,paper,1607886,17954
17955,paper,1607887,17955
17956,paper,1607891,17956
17957,paper,1607892,17957
17958,paper,1607893,17958
17959,paper,1607895,17959
17960,paper,1607896,17960
17961,paper,1607898,17961
17962,paper,1607899,17962
17963,paper,1607900,17963
17964,paper,1607901,17964
17965,paper,1607902,17965
17966,paper,1607903,17966
17967,paper,1607908,17967
17968,paper,1607909,17968
17969,paper,1607910,17969
17970,paper,1607912,17970
17971,paper,1607913,17971
17972,paper,1607915,17972
17973,paper,1607916,17973
17974,paper,1607918,17974
17975,paper,1607919,17975
17976,paper,1607921,17976
17977,paper,1607922,17977
17978,paper,1607923,17978
17979,paper,1607924,17979
17980,paper,1607926,17980
17981,paper,1607930,17981
17982,paper,1607932,17982
17983,paper,1607934,17983
17984,paper,1607935,17984
17985,paper,1607936,17985
17986,paper,1607938,17986
17987,paper,1607939,17987
17988,paper,1607940,17988
17989,paper,1607943,17989
17990,paper,1607945,17990
17991,paper,1607946,17991
17992,paper,1607948,17992
17993,paper,1607951,17993
17994,paper,1607952,17994
17995,paper,1607953,17995
17996,paper,1607955,17996
17997,paper,1607959,17997
17998,paper,1607960,17998
17999,paper,1607962,17999
18000,paper,1607963,18000
18001,paper,1607964,18001
18002,paper,1607966,18002
18003,paper,1607967,18003
18004,paper,1607969,18004
18005,paper,1607970,18005
18006,paper,1607972,18006
18007,paper,1607974,18007
18008,paper,1607975,18008
18009,paper,1607976,18009
18010,paper,1607977,18010
18011,paper,1607978,18011
18012,paper,1607979,18012
18013,paper,1607980,18013
18014,paper,1607981,18014
18015,paper,1607982,18015
18016,paper,1607983,18016
18017,paper,1608963,18017
18018,paper,1608964,18018
18019,paper,1608969,18019
18020,paper,1608970,18020
18021,paper,1608971,18021
18022,paper,1608972,18022
18023,paper,1608974,18023
18024,paper,1608975,18024
18025,paper,1608976,18025
18026,paper,1608977,18026
18027,paper,1608978,18027
18028,paper,1608979,18028
18029,paper,1608980,18029
18030,paper,1608981,18030
18031,paper,1608982,18031
18032,paper,1608983,18032
18033,paper,1608984,18033
18034,paper,1608985,18034
18035,paper,1608987,18035
18036,paper,1608989,18036
18037,paper,1608990,18037
18038,paper,1608991,18038
18039,paper,1609024,18039
18040,paper,1609026,18040
18041,paper,1609029,18041
18042,paper,1609031,18042
18043,paper,1609032,18043
18044,paper,1609033,18044
18045,paper,1609034,18045
18046,paper,1609037,18046
18047,paper,1609040,18047
18048,paper,1609041,18048
18049,paper,1609042,18049
18050,paper,1609044,18050
18051,paper,1609045,18051
18052,paper,1609046,18052
18053,paper,1609047,18053
18054,paper,1609048,18054
18055,paper,1609052,18055
18056,paper,1609054,18056
18057,paper,1609055,18057
18058,paper,1609057,18058
18059,paper,1609059,18059
18060,paper,1609060,18060
